epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
202234,CT,9,-1.857142857,-1.142857143,79.71428571,-3,-23.42857143,5.428571429,440,9,3491514,2877471,14.5,608,29,11197,17,873137,4351,44769,4993,49844,3.575714286,0.195714286,4.388571429,1.871428571,4.08,4.538571429,2.64,4.352857143,0.675714286,1.242857143,1.788571429,0.248571429,0.167142857,0.384285714,1.1417
202235,CT,9,0.142857143,2.714285714,81.57142857,-0.571428571,-22.42857143,2.428571429,420,4,3495915,2879932,12.5,546,0,11269,72,877536,4399,46720,4801,51616,3.478571429,0.19,4.235714286,1.864285714,3.9,4.417142857,2.524285714,4.121428571,0.627142857,1.204285714,1.68,0.237142857,0.162857143,0.412857143,1.07331
202236,CT,9,-5.571428571,-0.714285714,67.57142857,-7,-28.14285714,4,377,3,3497923,2881218,13.5,589.3333333,10.66666667,11299,30,881252,3716,41122,4455,45650,3.732857143,0.208571429,4.822857143,2.15,3.957142857,4.327142857,2.564285714,4.007142857,0.667142857,1.192857143,1.671428571,0.248571429,0.171428571,0.412857143,1.34696
202237,CT,9,-5,-0.571428571,63.71428571,-4.857142857,-19,1.714285714,412,4,3503397,2884937,14.7,575,5.666666667,11331,32,888155,6903,42480,4818,47374,4.205714286,0.237142857,6.105714286,2.631428571,4.087142857,4.435714286,2.6,3.941428571,0.757142857,1.277142857,1.657142857,0.264285714,0.191428571,0.422857143,1.6883
202238,CT,9,-6.428571429,-1,59.14285714,-4.142857143,-18.85714286,2.142857143,515,3,3511274,2890314,17.3,628.3333333,48.33333333,11343,12,892929,4774,48249,5287,53618,4.202857143,0.242857143,6.728571429,2.672857143,3.967142857,4.411428571,2.615714286,3.881428571,0.752857143,1.214285714,1.64,0.251428571,0.187142857,0.425714286,1.72177
202239,CT,9,-5.857142857,-1,43.28571429,-5.285714286,-18.57142857,2.714285714,498,2,3519592,2895908,13.5,642.6666667,59.66666667,11365,22,897699,4770,46386,5111,51596,4.067142857,0.222857143,6.902857143,2.578571429,3.93,4.275714286,2.551428571,3.772857143,0.737142857,1.197142857,1.59,0.28,0.185714286,0.422857143,1.83094
202240,CT,9,-6,-0.285714286,40.14285714,-6.571428571,-17.85714286,2.857142857,504,3,3529208,2902390,14.7,618.3333333,28.33333333,11385,20,901769,4070,41475,4697,46256,4.142857143,0.205714286,7.312857143,2.63,4.024285714,4.335714286,2.507142857,3.797142857,0.75,1.207142857,1.664285714,0.272857143,0.181428571,0.412857143,2.05072
202241,CT,9,-5.571428571,-2.142857143,56.57142857,-3.142857143,-19.14285714,2.571428571,510,9,3534406,2904048,17.1,584,8,11410,25,905432,3663,37712,3840,41595,4.201428571,0.225714286,7.831428571,2.654285714,4.038571429,4.378571429,2.644285714,3.795714286,0.784285714,1.284285714,1.668571429,0.284285714,0.195714286,0.472857143,2.25469
202242,CT,9,,,,,,,512,9,3554409,2915384,15.7,339.6666667,0,11424,14,908943,3511,39484,3844,43388,4.177142857,0.22,8.257142857,2.714285714,3.991428571,4.452857143,2.681428571,3.84,0.755714286,1.251428571,1.621428571,0.27,0.188571429,0.428571429,2.54442
202243,CT,9,,,,,,,462,37,3565859,2920704,11,,,11463,39,912720,3777,42202,3684,45951,4.492857143,0.238571429,8.957142857,2.835714286,4.044285714,4.45,2.808571429,3.867142857,0.764285714,1.267142857,1.668571429,0.27,0.177142857,0.421428571,3.46733
202244,CT,9,,,,,,,454,44,3574567,2925927,,,,11478,15,915367,2647,22490,1739,24266,4.842,0.292,9.418,3.036,4.048,4.866,2.854,3.982,0.792,1.29,1.66,0.272,0.184,0.45,4.33738
202001,DE,10,,,,,,,,,,,,199,0,,,,,,,,3.7275,,8.605,2.29,3.825,3.815,2.9825,3.715,0.67,1.1825,1.45,0.23,0.256666667,0.3225,2.56148
202002,DE,10,,,,,,,,,,,,194,0,,,,,,,,3.787142857,0.28,7.64,2.062857143,3.962857143,4.057142857,2.59,3.524285714,0.628571429,1.268571429,1.291428571,0.24,0.23,0.39,1.9424
202003,DE,10,,,,,,,,,,,,190,0,,,,,,,,3.968571429,0.275,6.891428571,1.95,3.758571429,4.027142857,2.551428571,3.56,0.58,1.262857143,1.48,0.265,0.24,0.372857143,2.30216
202004,DE,10,,,,,,,,,,,,190,0,0,0,0,0,,,,4.034285714,0.29,7.035714286,2.058571429,4.635714286,4.054285714,2.697142857,3.544285714,0.618571429,1.21,1.434285714,0.325,0.26,0.355,1.72884
202005,DE,10,,,,,,,,,,,,183,0,0,0,0,0,,,,4.604285714,0.28,7.525714286,2.111428571,4.011428571,4.225714286,2.748571429,3.601428571,0.698571429,1.29,1.57,0.22,0.236666667,0.362857143,2.60014
202006,DE,10,,,,,,,,,,,,191,0,0,0,0,0,,,,4.511428571,0.304,7.675714286,2.23,4.024285714,4.224285714,2.785714286,3.604285714,0.755714286,1.227142857,1.507142857,0.276666667,0.22,0.427142857,1.05914
202007,DE,10,7,2,19,20,2,0,,,,,,202,0,0,0,0,0,,,,4.181428571,0.263333333,7.312857143,2.172857143,3.821428571,3.888571429,2.692857143,3.618571429,0.685714286,1.257142857,1.424285714,0.31,0.21,0.348333333,2.70078
202008,DE,10,5.142857143,1,20.14285714,6.428571429,-1,0.142857143,,,,,,194,0,0,0,0,0,,,,4.061428571,0.2425,7.24,2.314285714,3.924285714,4.22,2.771428571,3.557142857,0.707142857,1.265714286,1.457142857,0.26,0.326666667,0.375714286,3.74065
202009,DE,10,5.857142857,2.142857143,10.42857143,3.714285714,3,-0.571428571,,,,,,164,0,0,0,0,0,,,,4.507142857,0.256666667,7.47,2.317142857,3.692857143,4.082857143,2.772857143,3.702857143,0.73,1.212857143,1.465714286,0.28,0.21,0.421428571,3.51482
202010,DE,10,9.285714286,4.285714286,20.42857143,5.571428571,2.857142857,-0.714285714,,,,,,200,0,0,0,0,0,4,,4,4.801428571,0.288,8.261428571,2.701428571,3.845714286,4.1,2.684285714,3.667142857,0.868571429,1.16,1.34,0.2875,0.29,0.377142857,2.46723
202011,DE,10,7,10.42857143,48.71428571,1.285714286,-0.142857143,0.428571429,,,,,,189,0,0,0,6,6,344,1,345,7.887142857,0.453333333,11.28,3.06,3.537142857,4.115714286,2.534285714,3.908571429,1.15,1.281428571,1.244285714,0.325,,0.435714286,2.27894
202012,DE,10,-18.85714286,2.857142857,38,-27.14285714,-24.57142857,10.42857143,,,,,,221,25,0,0,45,39,1957,62,2019,12.46142857,0.631428571,10.78428571,3.398571429,3.541428571,3.231428571,2.218571429,3.797142857,1.508571429,1.512857143,1.025714286,0.226666667,,0.348,3.38346
202013,DE,10,-41,-20.71428571,-5.142857143,-49,-40.14285714,17.14285714,,,,,,185.6666667,0,0,2,214,169,2896,224,3121,8.885714286,0.588571429,7.901428571,2.34,3.795714286,3.191428571,1.971428571,3.324285714,1.445714286,1.642857143,1.167142857,0.24,,0.318571429,0.595238
202014,DE,10,-40.42857143,-21.71428571,0.285714286,-49.28571429,-43.85714286,17.85714286,,,,,,211.3333333,19.33333333,17,17,593,379,5207,912,6126,7.507142857,0.47,6.357142857,1.974285714,3.897142857,3.471428571,1.86,3.108571429,1.361428571,1.607142857,1.218571429,0.228,0.235,0.36,0.267023
202015,DE,10,-40.42857143,-20.71428571,14.85714286,-50.28571429,-47.14285714,18.57142857,,,,,,210.6666667,22.66666667,44,27,1479,886,4610,1205,5818,6.134285714,0.402857143,5.228571429,1.687142857,3.727142857,3.185714286,1.874285714,2.857142857,1.212857143,1.417142857,1.235714286,0.235,0.19,0.308,0
202016,DE,10,-43.71428571,-23.85714286,-14.85714286,-52.14285714,-46.85714286,18.85714286,,,,,,214.6666667,31.66666667,87,43,2538,1059,3763,1651,5418,4.568571429,0.265714286,4.054285714,1.32,3.644285714,3.267142857,1.807142857,2.932857143,0.987142857,1.281428571,1.221428571,0.286,0.21,0.333333333,0
202017,DE,10,-38.42857143,-19.14285714,-10.5,-47.85714286,-44.14285714,17.85714286,,,,,,263.3333333,81.33333333,157,70,3576,1038,4588,1961,6570,4.227142857,0.24,3.761428571,1.251428571,3.585714286,3.365714286,1.857142857,2.815714286,0.917142857,1.308571429,1.185714286,0.226,0.19,0.285714286,0.111607
202018,DE,10,-35.71428571,-16.42857143,-12,-43.71428571,-43.14285714,16.28571429,,,,,,225.6666667,46,236,79,5038,1462,5223,1434,6679,4.248571429,0.268333333,3.358571429,1.134285714,3.587142857,3.288571429,1.877142857,2.784285714,0.844285714,1.272857143,1.245714286,0.26,0.25,0.321428571,0
202019,DE,10,-30.42857143,-9.428571429,5.166666667,-41.28571429,-40.57142857,15.57142857,,,,,,249.3333333,68.33333333,305,69,6277,1239,9506,1395,10934,5.294285714,0.251666667,3.035714286,0.98,3.452857143,3.372857143,1.805714286,2.738571429,0.742857143,1.261428571,1.174285714,0.2125,0.25,0.321666667,0
202020,DE,10,-27.57142857,-9.285714286,24.33333333,-38.14285714,-38.28571429,14,,,,,,249,73,388,83,7547,1270,9503,1162,10693,5.175714286,0.253333333,2.88,1.038571429,3.331428571,3.461428571,1.844285714,2.801428571,0.721428571,1.144285714,1.24,0.2675,,0.31,0
202021,DE,10,-26.14285714,-7.428571429,16.33333333,-37.28571429,-36.57142857,14.28571429,,,,,,205,30,441,53,8529,982,8196,984,9206,3.588571429,0.2475,2.708571429,0.942857143,3.225714286,3.465714286,1.752857143,2.874285714,0.647142857,1.164285714,1.258571429,0.208333333,0.19,0.317142857,0
202022,DE,10,-25,-7,50.5,-33.85714286,-38,13.71428571,,,,,,209,34,494,53,9422,893,10417,901,11338,3.038571429,0.195,2.282857143,0.897142857,3.295714286,3.325714286,1.838571429,2.824285714,0.664285714,1.165714286,1.248571429,0.24,0.185,0.311428571,0
202023,DE,10,-13.85714286,-0.714285714,69.4,-28,-30.28571429,10.71428571,,,,,,173.6666667,6,521,27,9845,423,7956,594,8574,2.874285714,0.24,2.122857143,0.778571429,3.015714286,3.094285714,1.65,2.655714286,0.675714286,1.047142857,1.231428571,0.234,0.18,0.268571429,0
202024,DE,10,-6.857142857,2.428571429,96,-23.14285714,-28.85714286,9.285714286,,,,,,192.6666667,18.66666667,540,19,10229,384,16429,522,16964,2.765714286,0.23,2.155714286,0.787142857,3.057142857,3.41,1.831428571,2.892857143,0.587142857,1.028571429,1.282857143,0.19,0.19,0.294285714,0
202025,DE,10,-2.142857143,4.142857143,100.2,-18.71428571,-28.57142857,8.714285714,,,,,,157.3333333,0,552,12,10681,452,18775,519,19310,2.781428571,0.3,2.285714286,0.924285714,3.181428571,3.605714286,2.03,3.014285714,0.547142857,1.091428571,1.311428571,0.255,0.225,0.305714286,0
202026,DE,10,-2.571428571,4.428571429,124.4,-14.85714286,-28.14285714,7.857142857,,,,,,197.6666667,24.66666667,562,10,11091,410,21199,832,22057,3.245714286,0.225,3.304285714,1.06,3.454285714,3.724285714,2.02,3.392857143,0.685714286,1.171428571,1.338571429,0.263333333,0.21,0.325714286,0
202027,DE,10,-0.428571429,8.714285714,131.2,-17.85714286,-32.57142857,8.571428571,,,,,,198,28,569,7,11996,905,29926,1281,31238,3.414285714,0.264285714,2.798571429,1.171428571,3.347142857,3.654285714,2.027142857,3.445714286,0.68,1.132857143,1.377142857,0.272,0.23,0.298571429,0
202028,DE,10,-5,2.714285714,98.33333333,-20,-29.57142857,9.142857143,,,,,,191,20,576,7,12743,747,19273,1195,20486,3.591428571,0.226666667,2.718571429,1.175714286,3.39,3.76,2.148571429,3.427142857,0.637142857,1.16,1.391428571,0.2625,0.2,0.381428571,0.73707
202029,DE,10,-2.285714286,5,130.6,-17.85714286,-27.71428571,7.857142857,4,,,,,188,14,583,7,13429,686,26662,954,27663,3.824285714,0.26,2.73,1.314285714,3.468571429,3.724285714,2.007142857,3.415714286,0.628571429,1.204285714,1.45,0.23,0.26,0.36,0.496159
202030,DE,10,-3.857142857,3.571428571,99,-20.28571429,-28.28571429,8.428571429,8,,,,,197.6666667,20.66666667,594,11,14175,800,20144,720,20912,3.402857143,0.236666667,2.77,1.29,3.544285714,3.672857143,2.064285714,3.4,0.61,1.177142857,1.474285714,0.275,0.215,0.398571429,0.531258
202031,DE,10,-2,4,116,-19,-28.71428571,7.857142857,8,,,,,193.3333333,17.33333333,600,6,14877,702,20989,733,21776,3.417142857,0.24,2.845714286,1.377142857,3.588571429,3.615714286,2.104285714,3.487142857,0.638571429,1.208571429,1.482857143,0.2775,0.21,0.361428571,0.595238
202032,DE,10,-3.571428571,2.142857143,93,-18.14285714,-30,8.428571429,7,,,,,195,17,606,6,15502,625,20205,513,20765,3.008571429,0.2425,2.654285714,1.271428571,3.518571429,3.471428571,2.008571429,3.42,0.561428571,1.198571429,1.35,0.286,0.215,0.328571429,0.533944
202033,DE,10,-2.714285714,2.142857143,112.6,-15.71428571,-29,7.428571429,30,,,,,187.6666667,8.666666667,608,2,16396,894,20668,603,21298,2.977142857,0.21,2.648571429,1.165714286,3.605714286,3.67,2.02,3.317142857,0.587142857,1.158571429,1.402857143,0.28,,0.355,0.440695
202034,DE,10,-2.428571429,1.857142857,44,-18,-28.57142857,7.142857143,48,,,,,192.6666667,11.66666667,613,5,16828,432,19084,495,19601,2.927142857,,2.667142857,1.225714286,3.428571429,3.674285714,2.007142857,3.17,0.564285714,1.09,1.338571429,0.216666667,0.21,0.373333333,0.552351
202035,DE,10,-4,0.428571429,,-21.8,-27.42857143,7.428571429,58,,,,,189.3333333,8.333333333,615,2,17349,541,25886,614,26524,2.712857143,0.205,2.585714286,1.134285714,3.362857143,3.611428571,2.011428571,3.274285714,0.585714286,1.07,1.31,0.245,0.19,0.34,0.608865
202036,DE,10,-1.571428571,3.428571429,,-21.2,-27.28571429,6.285714286,66,,,,,205,24,623,8,17892,555,25314,736,26085,2.962857143,0.2375,2.548571429,1.092857143,3.454285714,3.71,2.041428571,3.224285714,0.604285714,1.187142857,1.357142857,0.286666667,0.21,0.324285714,0.603051
202037,DE,10,-3.714285714,0,66,-23,-32.28571429,7.714285714,51,,,,,195.3333333,15.33333333,630,7,18726,834,22212,710,22943,2.815714286,0.2,2.624285714,1.102857143,3.351428571,3.844285714,1.92,3.29,0.597142857,1.085714286,1.397142857,0.275714286,0.223333333,0.312857143,0.523104
202038,DE,10,-4.142857143,0,84.16666667,-23,-26,6.285714286,33,,,,,159.6666667,0,635,5,19449,723,24536,703,25266,2.747142857,0.19,2.764285714,1.11,3.212857143,3.718571429,1.85,3.132857143,0.631428571,1.114285714,1.331428571,0.318,,0.366666667,0.404635
202039,DE,10,-5.857142857,-1.571428571,69,-28.42857143,-25.42857143,7,50,,,,,199.3333333,13.33333333,646,11,20156,707,27125,768,27909,2.84,0.2,2.968571429,1.152857143,3.25,3.701428571,1.875714286,3.061428571,0.598571429,1.077142857,1.28,0.287142857,0.22,0.388571429,0.304198
202040,DE,10,-6.285714286,-0.714285714,48.83333333,-24.28571429,-24.42857143,6.571428571,73,,,,,197.6666667,12.66666667,660,14,21125,969,32514,1025,33554,2.854285714,0.2925,3.001428571,1.152857143,3.318571429,3.844285714,2.047142857,3.081428571,0.608571429,1.585714286,1.204285714,0.275,0.2,0.368571429,0.356234
202041,DE,10,-7.428571429,-0.857142857,57.16666667,-24.85714286,-24.71428571,6.142857143,90,,,,,199,16,671,11,21998,873,46333,1196,47540,3.258571429,0.2475,3.191428571,1.191428571,3.338571429,3.872857143,1.984285714,3.025714286,0.692857143,1.202857143,1.161428571,0.268571429,0.21,0.382857143,0.274625
202042,DE,10,-10.57142857,-3.857142857,25.16666667,-28.85714286,-25.28571429,7.857142857,92,0,,,,197.3333333,13.33333333,686,15,22942,944,38960,1088,40061,2.744285714,0.245,3.068571429,1.164285714,3.321428571,3.55,1.952857143,2.98,0.622857143,1.125714286,1.284285714,0.295,0.225,0.355,0.653975
202043,DE,10,-9.857142857,-2.571428571,46.83333333,-30,-24,6.857142857,85,0,,,,208.3333333,17.33333333,709,23,23847,905,38486,1189,39693,2.907142857,0.235,3.072857143,1.232857143,3.418571429,3.898571429,1.917142857,3.068571429,0.718571429,1.06,1.374285714,0.232,0.236666667,0.334285714,0.629186
202044,DE,10,-12.57142857,-4,4.833333333,-34.28571429,-25,8,77,0,,,,186.6666667,2,735,26,24951,1104,36699,1319,38030,2.815714286,0.195,3.131428571,1.18,3.392857143,3.604285714,1.985714286,3.037142857,0.624285714,1.05,1.25,0.3225,0.215,0.371666667,0.542182
202045,DE,10,-9.857142857,-4.428571429,12.16666667,-30.28571429,-25.71428571,7.571428571,92,0,,,,193.6666667,2.666666667,752,17,26258,1307,38049,1866,39930,2.845714286,0.1975,3.214285714,1.318571429,3.285714286,3.345714286,1.804285714,2.734285714,0.565714286,1.064285714,1.234285714,0.265,0.215,0.325,0.741886
202046,DE,10,-10.42857143,-4.714285714,17.83333333,-35.14285714,-25.28571429,8.428571429,144,0,,,,166,0,766,14,28395,2137,44785,2721,47521,3.071428571,0.24,3.537142857,1.335714286,3.48,3.727142857,1.93,2.978571429,0.671428571,1.215714286,1.261428571,0.278333333,0.1825,0.401428571,0.558553
202047,DE,10,-12.42857143,-2.571428571,-1.166666667,-37.28571429,-24.85714286,8.428571429,161,0,,,,224,29,786,20,31321,2926,62335,4024,66387,3.485714286,0.262857143,3.837142857,1.43,3.465714286,3.814285714,2.018571429,2.914285714,0.654285714,1.178571429,1.317142857,0.28,0.213333333,0.347142857,0.836158
202048,DE,10,-17,-3,3.166666667,-43.42857143,-36.85714286,11.71428571,226,0,,,,189.6666667,0,813,27,34670,3349,57059,4195,61280,3.21,0.2825,3.662857143,1.352857143,3.384285714,3.485714286,1.995714286,2.904285714,0.63,1.154285714,1.277142857,0.255,0.19,0.354285714,1.22967
202049,DE,10,-14.42857143,-6,-11.33333333,-40.57142857,-25.57142857,10.14285714,349,0,,,,217,18,842,29,39096,4426,56095,6223,62369,3.508571429,0.222,3.82,1.314285714,3.551428571,3.784285714,2.08,3.022857143,0.662857143,1.234285714,1.327142857,0.263333333,0.195,0.407142857,0.800162
202050,DE,10,-13.28571429,-4.428571429,-12.83333333,-41.28571429,-25.57142857,9.571428571,358,0,,,,259.6666667,48.66666667,887,45,44876,5780,61880,6387,68311,3.428571429,0.248,3.878571429,1.304285714,3.612857143,3.76,1.948571429,2.948571429,0.677142857,1.208571429,1.348571429,0.26,0.236666667,0.406666667,0.813008
202051,DE,10,-15.85714286,-4.142857143,-20.5,-44.57142857,-27.57142857,11.14285714,358,10,0,0,,258,44.66666667,952,65,50136,5260,62238,6480,68768,3.174285714,0.233333333,3.58,1.242857143,3.32,3.387142857,1.842857143,2.784285714,0.638571429,1.192857143,1.204285714,0.202,0.235,0.357142857,0.778037
202052,DE,10,-15.57142857,0.285714286,-19.16666667,-42.42857143,-39.85714286,12.57142857,327,0,0,0,,263.3333333,50,1017,65,54473,4337,58583,5483,64109,2.92,0.203333333,3.485714286,1.302857143,3.457142857,3.21,1.921428571,2.754285714,0.594285714,1.141428571,1.361428571,0.286,0.23,0.361666667,0.706714
202053,DE,10,-13.71428571,-6.857142857,-11,-43.85714286,-39.28571429,13.85714286,320,0,0,0,,261.3333333,46.66666667,1072,55,58873,4400,47283,5393,52712,3.175714286,0.22,3.75,1.298571429,3.83,3.518571429,2.174285714,3.06,0.655714286,1.347142857,1.727142857,0.22,,0.321428571,0.935711
202101,DE,10,-18.71428571,-9.285714286,-26.66666667,-43.42857143,-28.28571429,11.28571429,379,0,0,0,,254,40,1128,56,64475,5602,63191,6704,69933,3.07,0.241666667,3.5,1.207142857,3.761428571,3.712857143,1.974285714,3.04,0.681428571,1.292857143,1.342857143,0.25,0.216666667,0.377142857,0.680208
202102,DE,10,-19.28571429,-9.857142857,-13,-43.57142857,-26.71428571,10.42857143,385,3,0,0,,261.6666667,48,1188,60,69372,4897,62814,6030,68872,3.048571429,0.214,3.461428571,1.074285714,3.741428571,3.891428571,1.984285714,3.055714286,0.667142857,1.262857143,1.334285714,0.255,0.24,0.395714286,0.771303
202103,DE,10,-20,-11.57142857,-15.33333333,-43.42857143,-29.28571429,11,353,0,0,0,,254,44.66666667,1254,66,73915,4543,60643,5347,66014,3.078571429,0.205,3.3,1.158571429,3.658571429,3.927142857,1.992857143,2.904285714,0.675714286,1.341428571,1.325714286,0.29,0.2125,0.332857143,0.561143
202104,DE,10,-21.57142857,-11.28571429,-29,-44,-26.42857143,10.42857143,268,0,0,0,,243.3333333,31.33333333,1301,47,77551,3636,56085,3986,60102,2.895714286,0.213333333,3.307142857,1.021428571,3.661428571,3.967142857,1.978571429,3.101428571,0.67,1.242857143,1.382857143,0.222,0.22,0.338571429,0.329218
202105,DE,10,-27,-15.42857143,-36.5,-49,-31.28571429,13,243,0,0,0,,245,28,1329,28,79832,2281,44732,2966,47722,2.604285714,0.225,2.997142857,1.095714286,3.598571429,3.748571429,1.984285714,3.091428571,0.658571429,1.247142857,1.391428571,0.256666667,0.213333333,0.354285714,0.406669
202106,DE,10,-24.85714286,-13.71428571,-35.66666667,-45.42857143,-29.57142857,11.57142857,189,0,0,0,,217,10,1356,27,82672,2840,44900,2482,47399,2.634285714,0.245,3.018571429,1.144285714,3.52,3.777142857,2.015714286,3.107142857,0.687142857,1.188571429,1.284285714,0.261666667,0.19,0.335714286,0.370193
202107,DE,10,-22.85714286,-14,-35.5,-45.57142857,-31.85714286,13.28571429,136,0,127927,0,,197.3333333,0,1366,10,84531,1859,39844,2099,41959,2.712857143,0.215,2.915714286,1.05,3.772857143,3.894285714,2.011428571,3.058571429,0.69,1.172857143,1.418571429,0.246,0.193333333,0.438571429,0.690417
202108,DE,10,-14.57142857,-8.428571429,-14,-35.71428571,-25,9,146,0,138321,0,,205.3333333,0,1418,52,86517,1986,44866,2265,47148,2.737142857,0.19,2.94,1.182857143,3.76,4.287142857,2.032857143,3.158571429,0.697142857,1.278571429,1.382857143,0.271666667,0.196666667,0.398571429,0.343643
202109,DE,10,-12.57142857,-7.285714286,-19.5,-36.71428571,-25.42857143,8.857142857,90,0,158871,89357,,209.6666667,0,1464,46,88139,1622,41887,1828,43732,2.671428571,0.245,2.985714286,1.165714286,3.665714286,3.978571429,2.105714286,3.202857143,0.67,1.187142857,1.388571429,0.233333333,0.23,0.39,0.399516
