epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,ili
202133,CT,9,2.285714286,7.142857143,82,-5.142857143,-26.14285714,3.857142857,336,0,2577586,2313968,9.8,626.3333333,38.33333333,8337,36,365856,4020,96615,4461,101121,1.24733
202134,CT,9,-6.285714286,-6.285714286,50.71428571,-16.71428571,-29.57142857,6.571428571,385,0,2607813,2338911,10.3,617.6666667,24,8358,25,370708,4852,101255,4744,106052,1.27553
202135,CT,9,1.857142857,4,68.14285714,-6.428571429,-25.14285714,3.857142857,294,0,2636820,2365017,8.7,614,24.66666667,8394,36,375135,4427,109696,3968,113722,1.13567
202136,CT,9,-1,1.857142857,81.28571429,-10.71428571,-29.42857143,4.857142857,322,0,2655180,2384751,8.9,630.3333333,38.33333333,8424,30,378933,3798,117431,4350,121836,1.27285
202137,CT,9,-0.428571429,2.142857143,75.85714286,-10.57142857,-22.42857143,2.857142857,278,0,2678672,2411037,6.4,669.6666667,67.66666667,8463,39,384342,5409,121128,4394,125572,1.45508
202138,CT,9,-1.428571429,1.714285714,72.42857143,-10.28571429,-19.28571429,2.857142857,244,0,2697220,2433405,5.9,658.6666667,52.66666667,8501,42,387733,3391,108829,3162,112039,1.27961
202139,CT,9,-0.714285714,3,64.71428571,-10.28571429,-18,2.571428571,249,0,2723058,2453791,4.7,622,17.33333333,8650,149,391066,3333,136278,3477,139810,1.49947
202140,CT,9,-1.857142857,3.571428571,56,-11.42857143,-18,3.428571429,234,0,2747200,2472337,6,615.3333333,7.333333333,8667,17,394008,2942,148913,3605,152577,1.59334
202141,CT,9,-1,2.428571429,63.28571429,-10.42857143,-20.28571429,3.571428571,223,0,2765794,2487939,7.7,618.6666667,4,8718,51,397123,3115,144245,3663,147960,1.69796
202142,CT,9,-1.142857143,2.285714286,61,-11,-17.28571429,3,200,0,2786425,2504611,5.6,664,28,8739,21,400226,3103,139942,3392,143374,1.41355
202143,CT,9,-4.428571429,1.142857143,18.42857143,-17.28571429,-17.42857143,4.857142857,183,0,2811535,2517628,6.5,650.6666667,16.66666667,8764,27,402583,2357,129487,3038,132569,1.44405
202144,CT,9,-1.714285714,3,41,-16.14285714,-17.28571429,3.857142857,191,0,2839105,2529755,7,670.6666667,27.66666667,8790,26,404969,2386,111645,3011,114710,1.68757
202145,CT,9,-3,0.285714286,25.28571429,-17.57142857,-18.28571429,5,236,0,2880007,2541884,6.9,672.3333333,24.66666667,8809,19,407750,2781,125574,4461,130104,1.64615
202146,CT,9,-2.285714286,2.428571429,16,-16.57142857,-15.85714286,4.285714286,246,2,2933669,2551624,9.7,668.3333333,18,8850,41,412918,5168,139130,5868,145089,1.64953
202147,CT,9,-8,4,4.285714286,-14.42857143,-34.14285714,8.285714286,320,3,2970430,2558052,10.7,694.6666667,35.66666667,8865,15,418473,5555,125723,6725,132519,1.98943
202148,CT,9,-4.857142857,0.857142857,2,-17.14285714,-16.85714286,5.142857143,461,14,3013418,2576822,13.9,751.3333333,86.33333333,8925,62,425275,6802,164547,12874,177584,2.33014
202149,CT,9,-5.714285714,1,-3.714285714,-24,-15.85714286,5.571428571,662,16,3053860,2611504,21.9,722.3333333,52,8972,47,439423,14148,162294,13415,175876,2.5608
202150,CT,9,-1.428571429,4.857142857,3.285714286,-22,-16,5,779,16,3094535,2636815,29.4,691.3333333,30.66666667,9002,30,455566,16143,166916,16817,183955,2.53169
202151,CT,9,-7,10.71428571,-11,-26.28571429,-35.28571429,8.571428571,741,25,3139880,2653611,26.5,719.3333333,50,9077,77,474557,18991,182133,25977,208300,3.02239
202152,CT,9,-12.42857143,-1,-7.714285714,-30.14285714,-45.57142857,13.42857143,1279,21,3165940,2662379,54.1,767,82,9160,85,510188,35631,141408,49326,191178,4.17986
202201,CT,9,-21.42857143,-3.571428571,-16.42857143,-36.85714286,-30.85714286,13.14285714,1997,8,3202075,2678243,68.6,849.3333333,161.3333333,9377,217,573711,63523,142337,62784,205653,3.07214
202202,CT,9,-20,-6.857142857,-21.85714286,-36.85714286,-22.71428571,10,1941,2,3236961,2695840,60.1,824,147.3333333,9556,179,637572,63861,126669,43330,170666,2.02956
202203,CT,9,-19.57142857,-10,-16.71428571,-37,-24.85714286,10.28571429,1586,11,3273941,2713462,45.4,884.3333333,198,9769,217,671674,34102,127484,30333,158516,1.44726
202204,CT,9,-24.28571429,-9.428571429,-19,-39,-25.85714286,9.857142857,1173,2,3293991,2725562,29.8,753,80.66666667,9985,218,696070,24396,127317,19452,147279,0.996826
202205,CT,9,-17.42857143,-8.714285714,-17.28571429,-34.42857143,-19.42857143,8.571428571,764,4,3309072,2737817,22.2,785.6666667,108.3333333,10159,174,706140,10070,98975,9550,108744,0.819448
202206,CT,9,-11.28571429,-3.142857143,7.857142857,-28.57142857,-16,5.428571429,530,0,3325552,2752692,13.7,756,79,10260,103,712884,6744,93381,5404,98942,0.704096
202207,CT,9,-13.71428571,-4.857142857,-10.71428571,-26.57142857,-17.28571429,6,328,1,3336445,2763209,8.4,686.6666667,24,10357,101,719327,6443,91407,4068,95700,0.692697
202208,CT,9,-12.71428571,-9.428571429,-2.428571429,-25.71428571,-25.14285714,8.285714286,295,7,3344816,2771065,7.6,641.3333333,0,10465,108,722377,3050,77666,2783,80550,0.848218
202209,CT,9,-10.57142857,-6.142857143,-4.857142857,-25,-14.85714286,4.571428571,196,7,3352507,2777336,5.6,663.6666667,0,10543,78,724833,2456,77724,2218,80026,0.771601
202210,CT,9,-15.42857143,-10,-7.571428571,-28.14285714,-16.57142857,5.857142857,198,6,3358810,2782723,5.4,618.6666667,0,10648,107,729697,4864,75099,2024,77202,1.09582
202211,CT,9,-9.571428571,-6.857142857,24.14285714,-24.85714286,-16.71428571,4.285714286,156,18,3364453,2787629,3.6,628,0,10717,69,731868,2171,69022,2177,71245,1.17435
202212,CT,9,-10.14285714,-8.428571429,19.28571429,-24.14285714,-15.71428571,4.285714286,140,25,3369294,2792049,3.9,591,0,10759,46,734196,2328,69536,2674,72249,1.19717
202213,CT,9,-10.71428571,-7.714285714,13,-24.85714286,-15.14285714,4.142857143,147,30,3374089,2795957,3.7,623.6666667,0,10779,20,737276,3080,71351,3303,74711,1.72178
202214,CT,9,-9.714285714,-5.142857143,19.28571429,-23,-15,4,180,44,3382403,2803285,5.2,630,0,10801,22,740894,3618,76249,4660,80993,1.76068
202215,CT,9,-4.714285714,0.142857143,54.14285714,-17.71428571,-23.28571429,4,224,51,3391253,2810511,6,624.6666667,0,10813,12,745652,4758,51313,3999,55375,1.99665
202216,CT,9,-10.42857143,-9.142857143,50,-13.57142857,-22.71428571,3.571428571,236,50,3398575,2816538,6.7,633,6,10834,21,751810,6158,62383,5427,67883,1.86729
202217,CT,9,-5,-3.571428571,56.28571429,-14.42857143,-15.14285714,2.571428571,357,57,3405285,2822081,9.7,605.6666667,0,10850,16,758281,6471,69711,7279,77092,1.96448
202218,CT,9,-3.285714286,1.571428571,43,-17,-15.57142857,2.857142857,362,76,3411327,2826891,12.4,609.6666667,0,10874,24,766172,7891,74649,10600,85441,2.39355
202219,CT,9,-2,-1,75.42857143,-13.57142857,-16.71428571,2.285714286,436,79,3417076,2831854,14.9,655.3333333,41.33333333,10914,40,779460,13288,83468,13051,96855,2.32706
202220,CT,9,-3.285714286,-1.571428571,79.14285714,-11.42857143,-16.85714286,2.285714286,475,63,3422996,2836890,14.1,640.3333333,34.33333333,10926,12,797616,18156,81886,12621,94806,2.11366
202221,CT,9,-2.285714286,-0.857142857,74.28571429,-9.285714286,-17.85714286,2.142857143,439,34,3429505,2842453,13,621,26,10941,17,806467,8851,64484,8413,73153,1.7654
202222,CT,9,-2.714285714,-0.142857143,104,-11.14285714,-24.71428571,2.857142857,414,20,3433677,2845723,12.1,612,16,10973,34,811932,5465,41979,4755,46895,1.71377
202223,CT,9,-1.428571429,0.285714286,97.28571429,-9,-16.42857143,1.571428571,378,37,3438420,2849343,8.3,572.6666667,0,11000,33,816356,4424,49886,4520,54575,1.52718
202224,CT,9,0,2.142857143,83.71428571,-7.142857143,-18.28571429,2.142857143,330,14,3441487,2851549,10.6,611.6666667,22.66666667,11015,15,820870,4514,53582,4627,58325,1.3977
202225,CT,9,-1.571428571,-0.142857143,95.85714286,-6,-23.57142857,2.428571429,344,4,3445090,2854467,10.9,604.6666667,18.66666667,11034,19,825732,4862,35850,3554,39487,1.48157
202226,CT,9,-2.285714286,1.142857143,93.28571429,-3.285714286,-24.71428571,2.857142857,360,9,3451211,2855719,9.2,672.3333333,90.33333333,11045,11,832572,6840,45905,5270,51276,1.38061
202227,CT,9,-5.571428571,0.142857143,128,-6.857142857,-32.28571429,3.714285714,410,4,3456227,2857635,14.3,624.6666667,42.66666667,11055,10,837269,4697,43670,5291,49020,1.20881
202228,CT,9,-4.142857143,-1.428571429,114.2857143,-5,-23.85714286,2.571428571,400,3,3461972,2860091,13.6,617.3333333,35.33333333,11085,30,842567,5298,38595,4529,43171,1.03949
202229,CT,9,-5.428571429,-1.857142857,87.71428571,-7,-24.14285714,4.857142857,381,6,3468243,2863022,14.5,628,46,11093,8,848089,5522,51548,6633,58286,1.13435
202230,CT,9,-3.714285714,-1,94.71428571,-7.285714286,-23.85714286,3.285714286,449,4,3474540,2866703,15.6,600.3333333,20.33333333,11102,9,854110,6021,46531,6187,52787,1.19154
202231,CT,9,-3.428571429,0.714285714,92.57142857,-7.142857143,-24.42857143,3.142857143,438,3,3478917,2869161,16.3,603.3333333,23.33333333,11138,36,859559,5449,44396,6038,50496,1.29192
202232,CT,9,-4.428571429,-1.571428571,91.71428571,-6.142857143,-24.42857143,3.285714286,438,0,3483157,2872531,14,582,6.666666667,11164,26,864525,4966,46579,5967,52612,1.19152
202233,CT,9,-2.714285714,-1,95.57142857,-3.285714286,-23.85714286,5,432,2,3487461,2875155,13.9,612.6666667,35.66666667,11180,16,868786,4261,46267,5099,51424,1.1457
202234,CT,9,-1.857142857,-1.142857143,79.71428571,-3,-23.42857143,5.428571429,440,9,3491514,2877471,14.5,608,30,11197,17,873137,4351,44769,4993,49844,1.1417
202235,CT,9,0.142857143,2.714285714,81.57142857,-0.571428571,-22.42857143,2.428571429,420,4,3495915,2879932,12.5,545.3333333,0,11269,72,877536,4399,46720,4801,51616,1.07331
202236,CT,9,-5.571428571,-0.714285714,67.57142857,-7,-28.14285714,4,377,3,3497923,2881218,13.5,589.3333333,11.33333333,11299,30,881252,3716,41122,4455,45650,1.34696
202237,CT,9,-5,-0.571428571,63.71428571,-4.857142857,-19,1.714285714,412,4,3503397,2884937,14.7,573,5,11331,32,888155,6903,42480,4818,47374,1.6883
202238,CT,9,-6.428571429,-1,59.14285714,-4.142857143,-18.85714286,2.142857143,515,3,3511274,2890314,17.2,625.3333333,44.33333333,11343,12,892929,4774,48249,5287,53618,1.72177
202239,CT,9,-5.857142857,-1,43.28571429,-5.285714286,-18.57142857,2.714285714,498,2,3519592,2895908,13.4,621.3333333,39.33333333,11365,22,897699,4770,46386,5102,51587,1.83094
202240,CT,9,-6,-0.285714286,40.14285714,-6.571428571,-17.85714286,2.857142857,504,3,3529208,2902390,14.4,547.6666667,0,11385,20,901769,4070,41475,4572,46131,2.05072
202241,CT,9,-5.571428571,-2.142857143,56.57142857,-3.142857143,-19.14285714,2.571428571,510,9,3534406,2904048,16.9,214.6666667,0,11410,25,905432,3663,37702,3837,41582,2.25469
202242,CT,9,,,,,,,512,9,3554409,2915384,13.4,,,11424,14,908943,3511,39242,3814,43116,2.54442
202243,CT,9,,,,,,,459,69,3554409,2915384,,,,11463,39,912720,3777,26191,2199,28423,3.46733
202001,DE,10,,,,,,,,,,,,199,0,,,,,,,,2.56148
202002,DE,10,,,,,,,,,,,,194,0,,,,,,,,1.9424
202003,DE,10,,,,,,,,,,,,190,0,,,,,,,,2.30216
202004,DE,10,,,,,,,,,,,,190,0,0,0,0,0,,,,1.72884
202005,DE,10,,,,,,,,,,,,183,0,0,0,0,0,,,,2.60014
202006,DE,10,,,,,,,,,,,,191,0,0,0,0,0,,,,1.05914
202007,DE,10,7,2,19,20,2,0,,,,,,202,0,0,0,0,0,,,,2.70078
202008,DE,10,5.142857143,1,20.14285714,6.428571429,-1,0.142857143,,,,,,194,0,0,0,0,0,,,,3.74065
202009,DE,10,5.857142857,2.142857143,10.42857143,3.714285714,3,-0.571428571,,,,,,164,0,0,0,0,0,,,,3.51482
202010,DE,10,9.285714286,4.285714286,20.42857143,5.571428571,2.857142857,-0.714285714,,,,,,200,0,0,0,0,0,4,,4,2.46723
202011,DE,10,7,10.42857143,48.71428571,1.285714286,-0.142857143,0.428571429,,,,,,189,0,0,0,6,6,344,1,345,2.27894
202012,DE,10,-18.85714286,2.857142857,38,-27.14285714,-24.57142857,10.42857143,,,,,,221,25,0,0,45,39,1957,62,2019,3.38346
202013,DE,10,-41,-20.71428571,-5.142857143,-49,-40.14285714,17.14285714,,,,,,185.6666667,0,0,2,214,169,2896,224,3121,0.595238
202014,DE,10,-40.42857143,-21.71428571,0.285714286,-49.28571429,-43.85714286,17.85714286,,,,,,211.3333333,19.33333333,17,17,593,379,5206,912,6125,0.267023
202015,DE,10,-40.42857143,-20.71428571,14.85714286,-50.28571429,-47.14285714,18.57142857,,,,,,210.6666667,22.66666667,44,27,1479,886,4610,1205,5818,0
202016,DE,10,-43.71428571,-23.85714286,-14.85714286,-52.14285714,-46.85714286,18.85714286,,,,,,214.6666667,31.66666667,87,43,2538,1059,3763,1651,5418,0
202017,DE,10,-38.42857143,-19.14285714,-10.5,-47.85714286,-44.14285714,17.85714286,,,,,,263.3333333,82.33333333,157,70,3576,1038,4588,1961,6570,0.111607
202018,DE,10,-35.71428571,-16.42857143,-12,-43.71428571,-43.14285714,16.28571429,,,,,,225.6666667,46,236,79,5038,1462,5222,1434,6678,0
202019,DE,10,-30.42857143,-9.428571429,5.166666667,-41.28571429,-40.57142857,15.57142857,,,,,,249.3333333,68.33333333,305,69,6277,1239,9505,1395,10933,0
202020,DE,10,-27.57142857,-9.285714286,24.33333333,-38.14285714,-38.28571429,14,,,,,,249,73,388,83,7547,1270,9503,1162,10693,0
202021,DE,10,-26.14285714,-7.428571429,16.33333333,-37.28571429,-36.57142857,14.28571429,,,,,,205,30,441,53,8529,982,8196,984,9206,0
202022,DE,10,-25,-7,50.5,-33.85714286,-38,13.71428571,,,,,,209,34,494,53,9422,893,10415,901,11336,0
202023,DE,10,-13.85714286,-0.714285714,69.4,-28,-30.28571429,10.71428571,,,,,,173.6666667,6,521,27,9845,423,7956,594,8574,0
202024,DE,10,-6.857142857,2.428571429,96,-23.14285714,-28.85714286,9.285714286,,,,,,192.6666667,19.66666667,540,19,10229,384,16429,522,16964,0
202025,DE,10,-2.142857143,4.142857143,100.2,-18.71428571,-28.57142857,8.714285714,,,,,,157.3333333,0,552,12,10681,452,18773,519,19308,0
202026,DE,10,-2.571428571,4.428571429,124.4,-14.85714286,-28.14285714,7.857142857,,,,,,197.6666667,24.66666667,562,10,11091,410,21199,832,22057,0
202027,DE,10,-0.428571429,8.714285714,131.2,-17.85714286,-32.57142857,8.571428571,,,,,,198,28,569,7,11996,905,29926,1281,31238,0
202028,DE,10,-5,2.714285714,98.33333333,-20,-29.57142857,9.142857143,,,,,,191,18,576,7,12743,747,19272,1195,20485,0.73707
202029,DE,10,-2.285714286,5,130.6,-17.85714286,-27.71428571,7.857142857,4,,,,,188,13,583,7,13429,686,26662,954,27663,0.496159
202030,DE,10,-3.857142857,3.571428571,99,-20.28571429,-28.28571429,8.428571429,8,,,,,197.6666667,19.66666667,594,11,14175,800,20144,720,20912,0.531258
202031,DE,10,-2,4,116,-19,-28.71428571,7.857142857,8,,,,,193.3333333,16.33333333,600,6,14877,702,20987,733,21774,0.595238
202032,DE,10,-3.571428571,2.142857143,93,-18.14285714,-30,8.428571429,7,,,,,195,17,606,6,15502,625,20204,513,20764,0.533944
202033,DE,10,-2.714285714,2.142857143,112.6,-15.71428571,-29,7.428571429,30,,,,,187.6666667,7.666666667,608,2,16396,894,20668,603,21298,0.440695
202034,DE,10,-2.428571429,1.857142857,44,-18,-28.57142857,7.142857143,48,,,,,192.6666667,11.66666667,613,5,16828,432,19082,495,19599,0.552351
202035,DE,10,-4,0.428571429,,-21.8,-27.42857143,7.428571429,58,,,,,189.3333333,7.333333333,615,2,17349,541,25886,614,26524,0.608865
202036,DE,10,-1.571428571,3.428571429,,-21.2,-27.28571429,6.285714286,66,,,,,205,25,623,8,17892,555,25313,736,26084,0.603051
202037,DE,10,-3.714285714,0,66,-23,-32.28571429,7.714285714,51,,,,,195.3333333,15.33333333,630,7,18726,834,22212,710,22943,0.523104
202038,DE,10,-4.142857143,0,84.16666667,-23,-26,6.285714286,33,,,,,159.6666667,0,635,5,19449,723,24535,703,25265,0.404635
202039,DE,10,-5.857142857,-1.571428571,69,-28.42857143,-25.42857143,7,50,,,,,199.3333333,14.33333333,646,11,20156,707,27125,768,27909,0.304198
202040,DE,10,-6.285714286,-0.714285714,48.83333333,-24.28571429,-24.42857143,6.571428571,73,,,,,197.6666667,12.66666667,660,14,21125,969,32507,1025,33547,0.356234
202041,DE,10,-7.428571429,-0.857142857,57.16666667,-24.85714286,-24.71428571,6.142857143,90,,,,,199,13,671,11,21998,873,46330,1196,47537,0.274625
202042,DE,10,-10.57142857,-3.857142857,25.16666667,-28.85714286,-25.28571429,7.857142857,92,0,,,,197.3333333,10.66666667,686,15,22942,944,38952,1088,40053,0.653975
202043,DE,10,-9.857142857,-2.571428571,46.83333333,-30,-24,6.857142857,85,0,,,,208.3333333,17.33333333,709,23,23847,905,38479,1189,39686,0.629186
202044,DE,10,-12.57142857,-4,4.833333333,-34.28571429,-25,8,77,0,,,,186.6666667,1.333333333,735,26,24951,1104,36670,1319,38001,0.542182
202045,DE,10,-9.857142857,-4.428571429,12.16666667,-30.28571429,-25.71428571,7.571428571,92,0,,,,193.6666667,3.333333333,752,17,26258,1307,37966,1861,39841,0.741886
202046,DE,10,-10.42857143,-4.714285714,17.83333333,-35.14285714,-25.28571429,8.428571429,144,0,,,,166,0,766,14,28395,2137,44693,2720,47428,0.558553
202047,DE,10,-12.42857143,-2.571428571,-1.166666667,-37.28571429,-24.85714286,8.428571429,161,0,,,,224,28,786,20,31321,2926,62227,4019,66274,0.836158
202048,DE,10,-17,-3,3.166666667,-43.42857143,-36.85714286,11.71428571,226,0,,,,189.6666667,0,813,27,34670,3349,56982,4194,61202,1.22967
202049,DE,10,-14.42857143,-6,-11.33333333,-40.57142857,-25.57142857,10.14285714,349,0,,,,217,17.33333333,842,29,39096,4426,56086,6223,62360,0.800162
202050,DE,10,-13.28571429,-4.428571429,-12.83333333,-41.28571429,-25.57142857,9.571428571,358,0,,,,259.6666667,48.66666667,887,45,44876,5780,61878,6387,68309,0.813008
202051,DE,10,-15.85714286,-4.142857143,-20.5,-44.57142857,-27.57142857,11.14285714,358,10,0,0,,258,45.33333333,952,65,50136,5260,62235,6480,68765,0.778037
202052,DE,10,-15.57142857,0.285714286,-19.16666667,-42.42857143,-39.85714286,12.57142857,327,0,0,0,,263.3333333,50.66666667,1017,65,54473,4337,58580,5483,64106,0.706714
202053,DE,10,-13.71428571,-6.857142857,-11,-43.85714286,-39.28571429,13.85714286,320,0,0,0,,261.3333333,46.66666667,1072,55,58873,4400,47282,5393,52711,0.935711
202101,DE,10,-18.71428571,-9.285714286,-26.66666667,-43.42857143,-28.28571429,11.28571429,379,0,0,0,,254,40,1128,56,64475,5602,63187,6704,69929,0.680208
202102,DE,10,-19.28571429,-9.857142857,-13,-43.57142857,-26.71428571,10.42857143,385,3,0,0,,261.6666667,47.33333333,1188,60,69372,4897,62812,6030,68870,0.771303
202103,DE,10,-20,-11.57142857,-15.33333333,-43.42857143,-29.28571429,11,353,0,0,0,,254,45.33333333,1254,66,73915,4543,60636,5347,66007,0.561143
202104,DE,10,-21.57142857,-11.28571429,-29,-44,-26.42857143,10.42857143,268,0,0,0,,243.3333333,30.66666667,1301,47,77551,3636,56083,3986,60100,0.329218
202105,DE,10,-27,-15.42857143,-36.5,-49,-31.28571429,13,243,0,0,0,,245,28.66666667,1329,28,79832,2281,44731,2966,47721,0.406669
202106,DE,10,-24.85714286,-13.71428571,-35.66666667,-45.42857143,-29.57142857,11.57142857,189,0,0,0,,217,10,1356,27,82672,2840,44895,2482,47394,0.370193
202107,DE,10,-22.85714286,-14,-35.5,-45.57142857,-31.85714286,13.28571429,136,0,127927,0,,197.3333333,0,1366,10,84531,1859,39841,2099,41956,0.690417
202108,DE,10,-14.57142857,-8.428571429,-14,-35.71428571,-25,9,146,0,138321,0,,205.3333333,0,1418,52,86517,1986,44866,2265,47148,0.343643
202109,DE,10,-12.57142857,-7.285714286,-19.5,-36.71428571,-25.42857143,8.857142857,90,0,158871,89357,,209.6666667,0,1464,46,88139,1622,41887,1828,43732,0.399516
202110,DE,10,-7.142857143,-3.857142857,24.5,-28.71428571,-24.28571429,7.285714286,77,0,190252,111344,,196,0,1504,40,90156,2017,40963,1502,42511,0.311526
202111,DE,10,-4.571428571,-2.571428571,-6.5,-28.85714286,-24,7.714285714,101,0,231420,127182,,224,6.666666667,1526,22,91942,1786,38564,1579,40151,0.243265
202112,DE,10,-2.714285714,-1.571428571,23.5,-26.71428571,-23.57142857,6.571428571,110,0,272395,142013,,202.6666667,0,1544,18,93701,1759,39580,1947,41542,0.275618
202113,DE,10,0.428571429,4.285714286,9.833333333,-24.71428571,-27,7.428571429,138,0,318248,167682,,156.6666667,0,1565,21,96077,2376,40409,2212,42631,0.521003
202114,DE,10,-4.285714286,-1.142857143,49.5,-22.42857143,-30,6,136,0,356640,193963,,184.6666667,0,1577,12,98203,2126,37509,2366,39888,0.388098
202115,DE,10,-2.428571429,-0.285714286,21.66666667,-25.14285714,-24.42857143,6.428571429,163,1,394951,236291,,200.6666667,0,1602,25,100777,2574,39489,2693,42198,0.495731
202116,DE,10,-0.857142857,1.428571429,33.66666667,-26.57142857,-23.14285714,5.857142857,162,1,428683,275559,,205.6666667,1.333333333,1615,13,102927,2150,37536,2104,39649,0.258702
202117,DE,10,1.285714286,3.571428571,40,-23.85714286,-23.14285714,5.571428571,148,0,454621,316204,,199.6666667,0,1626,11,104621,1694,35324,1620,36961,0.290625
202118,DE,10,3.285714286,8,40.5,-23.28571429,-23,5,93,0,473436,348871,,188,0,1636,10,105948,1327,33557,1265,34832,0.349127
202119,DE,10,3.571428571,8.428571429,41.16666667,-23.42857143,-23.14285714,4.571428571,85,0,487833,375104,,201,9,1651,15,106873,925,28875,954,29845,0.235868
202120,DE,10,5.428571429,9.428571429,63.33333333,-23.28571429,-21.85714286,4.428571429,67,0,503642,392182,,212.6666667,19.66666667,1659,8,108280,1407,25569,715,26293,0.464596
202121,DE,10,5.857142857,10.14285714,51,-25.71428571,-22.42857143,5.428571429,60,0,526576,414617,,197.6666667,4,1661,2,108770,490,21548,469,22021,0.391543
